image_name,person_id,is_test,label,split
003026.jpg,706,0,72,train
003039.jpg,21,0,1,train
003051.jpg,6901,0,595,train
003054.jpg,4238,0,370,train
003069.jpg,8288,0,645,train
003073.jpg,6398,0,555,train
003074.jpg,861,0,83,train
003080.jpg,318,0,31,train
003081.jpg,6280,0,542,train
003087.jpg,2304,0,203,train
003088.jpg,5666,0,495,train
003097.jpg,3614,0,311,train
003104.jpg,103,0,12,train
003123.jpg,3081,0,267,train
003138.jpg,658,0,70,train
003145.jpg,5131,0,445,train
003156.jpg,6860,0,594,train
003164.jpg,9166,0,682,train
003181.jpg,8460,0,653,train
003216.jpg,4814,0,414,train
003222.jpg,318,0,31,train
003225.jpg,5318,0,462,train
003226.jpg,8460,0,653,train
003229.jpg,8002,0,638,train
003239.jpg,3016,0,257,train
003241.jpg,8288,0,645,train
003264.jpg,8002,0,638,train
003266.jpg,1228,0,104,train
003283.jpg,702,0,71,train
003287.jpg,5182,0,452,train
003301.jpg,257,0,20,train
003326.jpg,1246,0,106,train
003348.jpg,1974,0,164,train
003360.jpg,7578,0,625,train
003361.jpg,7159,0,605,train
003368.jpg,3263,0,278,train
003375.jpg,1815,0,154,train
003377.jpg,6614,0,572,train
003389.jpg,292,0,26,train
003405.jpg,5344,0,467,train
003415.jpg,2880,0,243,train
003441.jpg,3340,0,289,train
003448.jpg,7804,0,630,train
003450.jpg,3438,0,297,train
003458.jpg,587,0,61,train
003459.jpg,3638,0,314,train
003503.jpg,6376,0,553,train
003517.jpg,7499,0,624,train
003518.jpg,1463,0,125,train
003521.jpg,10165,0,698,train
003529.jpg,4950,0,426,train
003547.jpg,10163,0,697,train
003558.jpg,476,0,55,train
003561.jpg,4031,0,348,train
003567.jpg,12,0,0,train
003568.jpg,2820,0,234,train
003569.jpg,1383,0,118,train
003578.jpg,6180,0,535,train
003591.jpg,3080,0,266,train
003611.jpg,5948,0,517,train
003625.jpg,2918,0,244,train
003642.jpg,658,0,70,train
003648.jpg,1483,0,129,train
003671.jpg,475,0,54,train
003673.jpg,6354,0,550,train
003675.jpg,3184,0,272,train
003679.jpg,6558,0,568,train
003697.jpg,4620,0,401,train
003711.jpg,2275,0,202,train
003737.jpg,6417,0,558,train
003739.jpg,4436,0,386,train
003742.jpg,8460,0,653,train
003743.jpg,2844,0,235,train
003747.jpg,2213,0,192,train
003751.jpg,1279,0,107,train
003756.jpg,6200,0,538,train
003757.jpg,3338,0,288,train
003767.jpg,993,0,90,train
003788.jpg,240,0,19,train
003792.jpg,5131,0,445,train
003793.jpg,632,0,65,train
003807.jpg,10165,0,698,train
003823.jpg,4913,0,421,train
003828.jpg,4393,0,380,train
003830.jpg,9013,0,675,train
003843.jpg,1603,0,137,train
003847.jpg,3312,0,285,train
003858.jpg,6543,0,567,train
003861.jpg,3429,0,295,train
003869.jpg,2243,0,197,train
003879.jpg,4610,0,399,train
003918.jpg,4315,0,377,train
003924.jpg,4231,0,368,train
003927.jpg,4722,0,408,train
003962.jpg,4985,0,432,train
003966.jpg,3421,0,294,train
003971.jpg,993,0,90,train
003987.jpg,2275,0,202,train
004008.jpg,5827,0,512,train
004033.jpg,1549,0,132,train
004045.jpg,2935,0,247,train
004065.jpg,5025,0,436,train
004067.jpg,9944,0,692,train
004076.jpg,4436,0,386,train
004096.jpg,2184,0,189,train
004105.jpg,2861,0,238,train
004110.jpg,1446,0,124,train
004138.jpg,3357,0,290,train
004149.jpg,2965,0,254,train
004151.jpg,9794,0,687,train
004163.jpg,7578,0,625,train
004196.jpg,3466,0,299,train
004215.jpg,4150,0,362,train
004232.jpg,6200,0,538,train
004241.jpg,2231,0,193,train
004244.jpg,4414,0,383,train
004256.jpg,2235,0,194,train
004267.jpg,66,0,8,train
004273.jpg,5703,0,499,train
004285.jpg,5346,0,468,train
004288.jpg,6394,0,554,train
004299.jpg,7137,0,603,train
004305.jpg,2749,0,230,train
004326.jpg,6247,0,540,train
004336.jpg,2304,0,203,train
004348.jpg,234,0,18,train
004355.jpg,4532,0,392,train
004358.jpg,724,0,75,train
004387.jpg,6016,0,520,train
004392.jpg,8746,0,666,train
004396.jpg,6256,0,541,train
004423.jpg,2414,0,211,train
004467.jpg,6136,0,528,train
004468.jpg,3184,0,272,train
004469.jpg,7680,0,627,train
004475.jpg,5344,0,467,train
004520.jpg,2235,0,194,train
004525.jpg,3531,0,307,train
004529.jpg,445,0,50,train
004542.jpg,4031,0,348,train
004548.jpg,2683,0,228,train
004556.jpg,79,0,10,train
004558.jpg,1815,0,154,train
004567.jpg,4157,0,365,train
004568.jpg,21,0,1,train
004573.jpg,1648,0,144,train
004577.jpg,4982,0,431,train
004578.jpg,2955,0,251,train
004585.jpg,1890,0,158,train
004599.jpg,3017,0,258,train
004613.jpg,6136,0,528,train
004645.jpg,1128,0,99,train
004659.jpg,2472,0,216,train
004671.jpg,1990,0,168,train
004697.jpg,1137,0,101,train
004711.jpg,3708,0,318,train
004739.jpg,7426,0,621,train
004758.jpg,7158,0,604,train
004769.jpg,4955,0,427,train
004795.jpg,5302,0,461,train
004799.jpg,3823,0,329,train
004802.jpg,9815,0,688,train
004840.jpg,3528,0,306,train
004846.jpg,6516,0,565,train
004848.jpg,3031,0,259,train
004872.jpg,8336,0,647,train
004890.jpg,8200,0,643,train
004919.jpg,1960,0,163,train
004922.jpg,7867,0,631,train
004949.jpg,1303,0,110,train
004955.jpg,1574,0,134,train
004963.jpg,8368,0,648,train
004968.jpg,5611,0,493,train
004975.jpg,769,0,78,train
004981.jpg,475,0,54,train
005000.jpg,5611,0,493,train
005010.jpg,318,0,31,train
005036.jpg,647,0,66,train
005047.jpg,311,0,29,train
005048.jpg,3875,0,335,train
005052.jpg,3357,0,290,train
005061.jpg,731,0,76,train
005062.jpg,2545,0,221,train
005105.jpg,2529,0,219,train
005110.jpg,94,0,11,train
005130.jpg,4150,0,362,train
005134.jpg,3080,0,266,train
005152.jpg,3817,0,328,train
005154.jpg,2861,0,238,train
005161.jpg,9166,0,682,train
005167.jpg,1639,0,143,train
005181.jpg,7779,0,629,train
005184.jpg,495,0,57,train
005215.jpg,5948,0,517,train
005218.jpg,5656,0,494,train
005228.jpg,7137,0,603,train
005246.jpg,311,0,29,train
005255.jpg,5488,0,480,train
005261.jpg,3312,0,285,train
005262.jpg,5827,0,512,train
005265.jpg,2820,0,234,train
005279.jpg,5601,0,491,train
005284.jpg,3463,0,298,train
005289.jpg,5698,0,498,train
005290.jpg,4741,0,410,train
005314.jpg,4031,0,348,train
005326.jpg,2879,0,242,train
005330.jpg,21,0,1,train
005334.jpg,1289,0,109,train
005365.jpg,7867,0,631,train
005383.jpg,4394,0,381,train
005397.jpg,2368,0,209,train
005403.jpg,4236,0,369,train
005404.jpg,7779,0,629,train
005416.jpg,6562,0,569,train
005430.jpg,1246,0,106,train
005439.jpg,4151,0,363,train
005444.jpg,4028,0,347,train
005450.jpg,4647,0,402,train
005456.jpg,2921,0,245,train
005486.jpg,3184,0,272,train
005487.jpg,5235,0,456,train
005521.jpg,1984,0,166,train
005525.jpg,9924,0,691,train
005554.jpg,6394,0,554,train
005558.jpg,1810,0,153,train
005566.jpg,5176,0,450,train
005571.jpg,3943,0,340,train
005574.jpg,3055,0,263,train
005580.jpg,861,0,83,train
005582.jpg,5024,0,435,train
005588.jpg,3829,0,330,train
005592.jpg,4136,0,358,train
005594.jpg,632,0,65,train
005601.jpg,7578,0,625,train
005602.jpg,3600,0,310,train
005618.jpg,1463,0,125,train
005625.jpg,207,0,17,train
005627.jpg,3288,0,281,train
005635.jpg,2176,0,188,train
005662.jpg,1135,0,100,train
005670.jpg,4315,0,377,train
005679.jpg,69,0,9,train
005690.jpg,3875,0,335,train
005696.jpg,3185,0,273,train
005698.jpg,6996,0,597,train
005728.jpg,4539,0,393,train
005729.jpg,4414,0,383,train
005762.jpg,3302,0,284,train
005782.jpg,3340,0,289,train
005783.jpg,10115,0,695,train
005784.jpg,9815,0,688,train
005788.jpg,5025,0,436,train
005791.jpg,8236,0,644,train
005796.jpg,742,0,77,train
005818.jpg,6354,0,550,train
005837.jpg,1474,0,127,train
005855.jpg,4148,0,361,train
005859.jpg,2612,0,225,train
005867.jpg,7400,0,617,train
005881.jpg,1648,0,144,train
005918.jpg,3466,0,299,train
005932.jpg,3357,0,290,train
005948.jpg,5552,0,488,train
005951.jpg,6182,0,537,train
005965.jpg,1565,0,133,train
005989.jpg,7867,0,631,train
005990.jpg,5611,0,493,train
006004.jpg,6152,0,530,train
006005.jpg,8002,0,638,train
006012.jpg,5672,0,496,train
006027.jpg,374,0,37,train
006033.jpg,384,0,40,train
006040.jpg,1749,0,150,train
006046.jpg,485,0,56,train
006050.jpg,2046,0,172,train
006065.jpg,79,0,10,train
006082.jpg,863,0,84,train
006089.jpg,4975,0,430,train
006094.jpg,3708,0,318,train
006124.jpg,6368,0,552,train
006136.jpg,4475,0,390,train
006142.jpg,6182,0,537,train
006153.jpg,4473,0,389,train
006156.jpg,7337,0,610,train
006158.jpg,6308,0,545,train
006163.jpg,3948,0,341,train
006169.jpg,3340,0,289,train
006170.jpg,6543,0,567,train
006171.jpg,3081,0,267,train
006175.jpg,1370,0,117,train
006190.jpg,2545,0,221,train
006203.jpg,5191,0,453,train
006204.jpg,3771,0,324,train
006208.jpg,6479,0,562,train
006240.jpg,806,0,80,train
006257.jpg,4724,0,409,train
006277.jpg,7897,0,633,train
006302.jpg,2701,0,229,train
006328.jpg,3497,0,303,train
006329.jpg,5750,0,504,train
006330.jpg,5806,0,510,train
006338.jpg,5656,0,494,train
006371.jpg,359,0,36,train
006390.jpg,4473,0,389,train
006401.jpg,5024,0,435,train
006403.jpg,6166,0,534,train
006407.jpg,2117,0,181,train
006421.jpg,7400,0,617,train
006426.jpg,3302,0,284,train
006442.jpg,1156,0,102,train
006458.jpg,4407,0,382,train
006460.jpg,2079,0,176,train
006467.jpg,632,0,65,train
006482.jpg,5672,0,496,train
006487.jpg,3497,0,303,train
006488.jpg,3421,0,294,train
006500.jpg,8943,0,674,train
006521.jpg,657,0,69,train
006524.jpg,4811,0,413,train
006527.jpg,5688,0,497,train
006557.jpg,1062,0,97,train
006565.jpg,1033,0,93,train
006570.jpg,47,0,4,train
006574.jpg,5344,0,467,train
006581.jpg,1025,0,91,train
006584.jpg,8377,0,649,train
006585.jpg,2235,0,194,train
006586.jpg,3205,0,275,train
006597.jpg,3127,0,269,train
006608.jpg,4314,0,376,train
006636.jpg,7578,0,625,train
006639.jpg,3858,0,333,train
006640.jpg,6682,0,580,train
006671.jpg,3056,0,264,train
006707.jpg,6162,0,532,train
006711.jpg,3587,0,309,train
006712.jpg,7779,0,629,train
006728.jpg,4947,0,425,train
006731.jpg,7974,0,637,train
006736.jpg,9815,0,688,train
006739.jpg,4985,0,432,train
006741.jpg,1574,0,134,train
006743.jpg,8682,0,663,train
006761.jpg,10115,0,695,train
006770.jpg,1633,0,142,train
006777.jpg,7880,0,632,train
006789.jpg,7264,0,608,train
006815.jpg,9041,0,677,train
006857.jpg,4060,0,354,train
006867.jpg,292,0,26,train
006892.jpg,9041,0,677,train
006960.jpg,3760,0,322,train
006962.jpg,4982,0,431,train
006963.jpg,2184,0,189,train
006967.jpg,1991,0,169,train
006971.jpg,2443,0,214,train
006978.jpg,1525,0,131,train
007023.jpg,2518,0,218,train
007025.jpg,1062,0,97,train
007033.jpg,3294,0,282,train
007046.jpg,904,0,86,train
007057.jpg,3229,0,277,train
007072.jpg,9850,0,690,train
007081.jpg,7038,0,600,train
007089.jpg,9842,0,689,train
007093.jpg,8927,0,672,train
007104.jpg,7379,0,614,train
007113.jpg,4154,0,364,train
007120.jpg,3429,0,295,train
007122.jpg,1743,0,148,train
007126.jpg,6558,0,568,train
007130.jpg,6354,0,550,train
007142.jpg,4051,0,352,train
007166.jpg,2414,0,211,train
007193.jpg,1985,0,167,train
007200.jpg,7203,0,607,train
007210.jpg,2184,0,189,train
007217.jpg,374,0,37,train
007218.jpg,1289,0,109,train
007227.jpg,655,0,68,train
007229.jpg,8812,0,670,train
007242.jpg,4744,0,411,train
007249.jpg,6024,0,521,train
007254.jpg,8432,0,650,train
007259.jpg,2529,0,219,train
007265.jpg,2996,0,255,train
007266.jpg,3835,0,331,train
007268.jpg,2861,0,238,train
007272.jpg,2814,0,233,train
007282.jpg,6247,0,540,train
007284.jpg,3050,0,262,train
007298.jpg,1990,0,168,train
007302.jpg,94,0,11,train
007306.jpg,6365,0,551,train
007341.jpg,8943,0,674,train
007346.jpg,2111,0,179,train
007354.jpg,3817,0,328,train
007359.jpg,731,0,76,train
007362.jpg,8086,0,640,train
007376.jpg,8636,0,661,train
007382.jpg,6683,0,581,train
007396.jpg,1936,0,160,train
007398.jpg,3984,0,344,train
007410.jpg,4811,0,413,train
007426.jpg,9115,0,679,train
007429.jpg,3823,0,329,train
007434.jpg,2240,0,196,train
007449.jpg,647,0,66,train
007453.jpg,5176,0,450,train
007460.jpg,4436,0,386,train
007466.jpg,374,0,37,train
007483.jpg,5609,0,492,train
007489.jpg,1747,0,149,train
007493.jpg,69,0,9,train
007500.jpg,1871,0,157,train
007525.jpg,6558,0,568,train
007555.jpg,4577,0,396,train
007566.jpg,7075,0,602,train
007586.jpg,1103,0,98,train
007590.jpg,343,0,35,train
007595.jpg,3620,0,312,train
007597.jpg,1420,0,121,train
007599.jpg,3229,0,277,train
007614.jpg,10115,0,695,train
007635.jpg,5758,0,505,train
007638.jpg,4136,0,358,train
007648.jpg,4874,0,416,train
007657.jpg,3469,0,300,train
007659.jpg,5235,0,456,train
007666.jpg,3528,0,306,train
007668.jpg,459,0,52,train
007686.jpg,6705,0,585,train
007688.jpg,2858,0,237,train
007710.jpg,7201,0,606,train
007723.jpg,5901,0,515,train
007743.jpg,3681,0,316,train
007744.jpg,6166,0,534,train
007751.jpg,5318,0,462,train
007779.jpg,3469,0,300,train
007784.jpg,4600,0,398,train
007793.jpg,5734,0,503,train
007798.jpg,3185,0,273,train
007799.jpg,6042,0,522,train
007802.jpg,4215,0,367,train
007810.jpg,3858,0,333,train
007816.jpg,3436,0,296,train
007824.jpg,1578,0,135,train
007840.jpg,6166,0,534,train
007847.jpg,2202,0,191,train
007858.jpg,6673,0,576,train
007859.jpg,1525,0,131,train
007869.jpg,951,0,88,train
007884.jpg,702,0,71,train
007897.jpg,5552,0,488,train
007905.jpg,4138,0,360,train
007909.jpg,9074,0,678,train
007935.jpg,8121,0,641,train
007939.jpg,3805,0,327,train
007940.jpg,8002,0,638,train
007943.jpg,1549,0,132,train
007952.jpg,3050,0,262,train
007953.jpg,4962,0,428,train
007957.jpg,9165,0,681,train
007976.jpg,2175,0,187,train
007979.jpg,576,0,60,train
007984.jpg,9693,0,686,train
007985.jpg,6583,0,571,train
008021.jpg,5964,0,518,train
008034.jpg,5046,0,439,train
008042.jpg,334,0,34,train
008043.jpg,1058,0,95,train
008047.jpg,4947,0,425,train
008081.jpg,5601,0,491,train
008082.jpg,3184,0,272,train
008088.jpg,6811,0,592,train
008094.jpg,1985,0,167,train
008196.jpg,2813,0,232,train
008201.jpg,9040,0,676,train
008210.jpg,2463,0,215,train
008213.jpg,380,0,38,train
008228.jpg,5666,0,495,train
008235.jpg,2820,0,234,train
008266.jpg,3438,0,297,train
008271.jpg,8927,0,672,train
008286.jpg,2820,0,234,train
008298.jpg,2368,0,209,train
008300.jpg,5144,0,448,train
008312.jpg,3943,0,340,train
008322.jpg,8749,0,667,train
008324.jpg,1960,0,163,train
008327.jpg,843,0,82,train
008345.jpg,8134,0,642,train
008348.jpg,1483,0,129,train
008351.jpg,2844,0,235,train
008358.jpg,1470,0,126,train
008363.jpg,2184,0,189,train
008378.jpg,5795,0,508,train
008410.jpg,7755,0,628,train
008411.jpg,3943,0,340,train
008438.jpg,3531,0,307,train
008444.jpg,2086,0,178,train
008463.jpg,3398,0,291,train
008464.jpg,1633,0,142,train
008467.jpg,3845,0,332,train
008469.jpg,1245,0,105,train
008475.jpg,9693,0,686,train
008496.jpg,8794,0,668,train
008501.jpg,2067,0,175,train
008522.jpg,576,0,60,train
008545.jpg,5239,0,457,train
008568.jpg,2918,0,244,train
008570.jpg,6290,0,544,train
008595.jpg,654,0,67,train
008601.jpg,2249,0,199,train
008604.jpg,94,0,11,train
008605.jpg,3184,0,272,train
008609.jpg,3294,0,282,train
008616.jpg,3760,0,322,train
008617.jpg,3404,0,293,train
008647.jpg,5964,0,518,train
008653.jpg,4148,0,361,train
008654.jpg,6443,0,561,train
008656.jpg,6679,0,578,train
008666.jpg,6430,0,559,train
008669.jpg,1245,0,105,train
008671.jpg,3314,0,286,train
008674.jpg,5423,0,477,train
008675.jpg,5344,0,467,train
008678.jpg,6365,0,551,train
008694.jpg,5582,0,489,train
008699.jpg,5866,0,513,train
008700.jpg,5611,0,493,train
008705.jpg,471,0,53,train
008708.jpg,3314,0,286,train
008729.jpg,4647,0,402,train
008739.jpg,4577,0,396,train
008740.jpg,2006,0,171,train
008746.jpg,5519,0,483,train
008748.jpg,1061,0,96,train
008760.jpg,6081,0,524,train
008783.jpg,5124,0,444,train
008787.jpg,3079,0,265,train
008808.jpg,3771,0,324,train
008812.jpg,4448,0,388,train
008814.jpg,4087,0,356,train
008820.jpg,2318,0,205,train
008827.jpg,3338,0,288,train
008858.jpg,8746,0,666,train
008862.jpg,2999,0,256,train
008871.jpg,5147,0,449,train
008872.jpg,4741,0,410,train
008878.jpg,3600,0,310,train
008884.jpg,4150,0,362,train
008888.jpg,1322,0,111,train
008925.jpg,6368,0,552,train
008938.jpg,8570,0,659,train
008945.jpg,4805,0,412,train
008949.jpg,7779,0,629,train
008957.jpg,374,0,37,train
008971.jpg,612,0,63,train
008978.jpg,3678,0,315,train
008983.jpg,6718,0,587,train
008984.jpg,7755,0,628,train
008990.jpg,2858,0,237,train
008992.jpg,3764,0,323,train
009004.jpg,3497,0,303,train
009007.jpg,4316,0,378,train
009009.jpg,5222,0,455,train
009066.jpg,657,0,69,train
009087.jpg,3870,0,334,train
009118.jpg,2419,0,212,train
009120.jpg,6351,0,549,train
009127.jpg,8121,0,641,train
009133.jpg,476,0,55,train
009134.jpg,5353,0,470,train
009136.jpg,3184,0,272,train
009140.jpg,174,0,16,train
009149.jpg,10016,0,694,train
009167.jpg,2202,0,191,train
009168.jpg,2175,0,187,train
009169.jpg,4407,0,382,train
009176.jpg,7804,0,630,train
009177.jpg,5346,0,468,train
